experiment,condition,method,dataset,R2,R2_SE,RMSE_RANGE,RMSE_RANGE_SE,MAE_RANGE,MAE_RANGE_SE,QICE,QICE_SE,NMPIW,NMPIW_SE,source_json,uncertainty_json,source_note
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,abalone,0.4752569967,0.0357475365,0.1751652091,0.005045626703,0.1305632371,0.005501164687,0.014,0.004335896678,1.938941624,0.0845934447,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,airfoil_self_noise,0.6943403834,0.0392353601,0.1259431128,0.007478550196,0.09032387649,0.005441062673,0.021,0.002,1.652786064,0.05590678213,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,auction_verification,0.8873741861,0.02015614928,0.1006031535,0.01106061797,0.04909917626,0.005148251161,0.049,0.005366563146,0.4875508708,0.02949708535,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,boston,0.8526217584,0.03012992295,0.08801201459,0.01082928174,0.0592365952,0.005083198711,0.02,0.003577708764,0.8452487547,0.06309641559,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,cars,0.9195889652,0.01194122354,0.06627416245,0.004814458363,0.04432995724,0.003731465447,0.031,0.00438178046,0.5862886365,0.04253148529,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,concrete_compressive_strength,0.8167778533,0.03451651734,0.1043124004,0.00483692364,0.07887676649,0.003252168806,0.007,0.001673320053,1.303208686,0.0968333122,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,cpu_activity,0.9692105651,0.009078960188,0.03240194109,0.002845203917,0.02133907493,0.001426823026,0.027,0.00469041576,0.3657770857,0.03538984332,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,energy_efficiency,0.9849368064,0.00458643147,0.03620399425,0.004783374511,0.02292029315,0.001975385718,0.043,0.005176871642,0.1929441294,0.01296377728,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,grid_stability,0.7957227483,0.01928566455,0.1193722873,0.004365806533,0.09330693101,0.004033479431,0.011,0.005019960159,1.521008447,0.02141196257,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,kin8nm,0.3681000194,0.05601426831,0.1953943994,0.01357821515,0.1512312138,0.01042616068,0.019,0.003286335345,2.303001566,0.1111838851,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
ex1_rows200_6m,rows200,TabICL_6M_DDPM500_repeats100,Moneyball,0.9376732719,0.008473471976,0.0562960831,0.003773522693,0.04472216718,0.003086152135,0.018,0.005403702434,0.7210766601,0.04608556444,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100.json,TabICL_regression03/runs/6M/step-120000_ddpm500_repeats100_from200_first100_bins10-uncertainty.json,
